,house_name,lat_lon,school
2897,Sang Fat Mansion&生發大廈,"22.322347600000004,114.1695938",0.0845
2898,Kam Chuen Mansion&甘泉大廈,"22.2879333,114.14614109999998",0.2199
2899,Seng Fai Building&生輝大廈,"22.3154755,114.1687164",0.1796
2900,Kam Fong Mansion&甘芳大廈,"22.3156052,114.1672134",0.1978
2901,Scenery Court&甘芳閣,"22.315319100000004,114.1672974",0.1993
2902,Kenville Building&甘苑,"22.2761059,114.1595154",0.0749
2903,Beacon Heights&畢架山花園,"22.3426762,114.166748",0.3309
2904,Dragon Rise&登龍閣,"22.2788334,114.1859436",0.0964
2905,Keymount Lodge&疊翠苑,"22.3682022,114.0893936",1.1747
2906,James S. Lee Mansion&發利大廈,"22.2985573,114.1739578",0.0849
2907,Emerald Palace&疊翠豪庭,"22.4383793,114.1829834",0.4159
2908,Fat Keung House&發強樓,"22.3462772,114.2011642",0.1571
2909,The Pinnacle&疊翠軒,"22.3203907,114.2585068",0.0692
2910,Parkland Villas&疊茵庭,"22.4108315,113.9802399",0.1428
2911,Dun Tak Mansion&登德大廈,"22.3153286,114.1693192",0.1464
2912,Greenfield Court&田園閣,"22.3799419,114.1959305",0.2129
2913,Tin Sam Court&田心居,"22.4230614,114.0699768",0.7842
2914,One Beacon Hill&畢架山1號,"22.3418694,114.1753693",0.2345
2915,Tin King Estate&田景村,"22.4065113,113.9653549",0.0751
2916,Mount Beacon&畢架山峰,"22.3402233,114.17217250000002",0.3352
2917,Tin Wan Court&田灣畔,"22.2499638,114.1492767",0.2733
2918,Timmar Court&田華閣,"22.2851334,114.1924438",0.0003
2919,Tin Fung Lau&田豐樓,"22.3347645,114.1672974",0.1107
2920,Boundary Building&界限街大樓,"22.3259659,114.1611633",0.1492
2921,Fat Cheong Building&發昌樓,"22.2844696,114.1915436",0.0698
2922,Pak Lee Building&百利大廈,"22.2825527,114.1924973",0.1065
2923,Fat Tseung Building&發祥大廈,"22.3380947,114.1571045",0.1864
2924,Fortune Building&百利居,"22.2820969,114.2219086",0.0747
2925,Fat Shing Building&發誠樓,"22.5063744,114.1280746",0.1641
2926,Pak Lee Building&百利樓,"22.3298302,114.1880035",0.1254
2927,Fat Tat Building&發達樓,"22.3456459,114.1979294",0.0767
2928,Pak Yuk House&白玉樓,"22.334983800000003,114.1670227",0.122
2929,Pak Far Building&白花大廈,"22.3308182,114.1659241",0.0734
2930,Parkers Court&百佳閣,"22.2899265,114.1985321",0.0792
2931,Baily Court&百利軒,"22.3434582,114.1985321",0.0001
2932,Pak Ho Building&百好樓,"22.3292809,114.1913452",0.1685
2933,Paradise Square&百利達廣場,"22.3162975,114.1728287",0.1217
2934,Pak On Building&百安大廈,"22.2958565,114.1726074",0.2759
2935,Pak Sing Building&百勝大廈,"22.3194923,114.1657181",0.0975
2936,Pak Yee Building&百宜樓,"22.443182,114.0276871",0.1526
2937,Victory Garden&百勝山莊,"22.5157433,114.1685257",3.0922
2938,Cite 33&百匯軒,"22.322626100000004,114.1678314",0.0316
2939,All Fit Garden&百合苑,"22.283676100000005,114.14604950000002",0.129
2940,Pak Hoo Mansion&百好大樓,"22.2861347,114.1340179",0.1428
2941,Pak Ling Building&百玲大廈,"22.2791595,114.1794434",0.1082
2942,Parkford Garden&百福花園,"22.492218,114.13541409999998",0.0907
2943,Faber Garden&百美花園,"22.341692,114.1819763",0.2694
2944,Pat Leung Building&百良大廈,"22.2435474,114.152504",0.068
2945,Pak Cheung Building&百祥大樓,"22.3282146,114.1605835",0.3343
2946,Pak Fook Building&百福大廈,"22.3394318,114.1484909",0.0739
2947,Pak Fuk Building&百福大廈,"22.2898655,114.1993408",0.1101
2948,Bedford Garden&百福花園,"22.2892284,114.2044144",0.1589
2949,Park Mansion&百富閣,"22.3179798,114.2156754",0.1662
2950,Broadway Towers&百樂園,"22.3404598,114.18218229999998",0.1749
2951,Pak Lok Mansion&百樂大廈,"22.3064213,114.17175290000002",0.0841
2952,Pak Po Mansions&百寶大廈,"22.3222485,114.1709213",0.0552
2953,Pak Lok House&百樂大樓,"22.3353271,114.196228",0.0497
2954,Park Mansion&百年順大廈,"22.2758465,114.1572876",0.0757
2955,Paterson Building&百德大廈,"22.2814465,114.18520359999998",0.2413
2956,Pak Shing Building&百成唐樓,"22.2817402,114.1921234",0.0772
2957,Casa Brava&百星匯,"22.4625072,114.1896515",0.9456
2958,Flower Villa&百花閣,"22.3249111,114.1710358",0.1528
2959,Kai Hing Building&皆興大廈,"22.3201561,114.1751328",0.1504
2960,Pak Shing Building&百誠大廈,"22.3055134,114.1704102",0.1528
2961,Rex House&皇上皇新廈,"22.318689300000006,114.1697159",0.1779
2962,Pak Fai Mansion&百輝大廈,"22.2746925,114.1606064",0.2487
2963,Coronet Court&皇冠大廈,"22.2906418,114.1964874",0.1463
2964,Pat Tat House&百達樓,"22.3369884,114.1985092",0.2248
2965,Bel Mount Garden&百麗花園,"22.2795963,114.1544418",0.066
2966,Garfield Court&皆富閣,"22.3256302,114.1874771",0.1125
2967,Kings Garden&皇冠花園,"22.450779,113.9895554",0.9408
2968,Kingston Lodge&皇御居,"22.3808899,114.1967163",0.1217
2969,Prince House&皇太子大廈,"22.3239002,114.17005159999998",0.1045
2970,Dynasty Villa&皇朝閣,"22.3302765,114.1735001",0.1465
2971,Prince Apartments&皇子大廈,"22.325491,114.1691895",0.147
2972,Prince Park&皇子花園,"22.3255234,114.1754456",0.1995
2973,Kings Building&皇帝大廈,"22.3259583,114.1812515",0.1605
2974,Noble Hill&皇府山,"22.5034981,114.1359177",0.0949
2975,Fortune Court&盈富閣,"22.2919769,114.1976929",0.1761
2976,The Westminster Terrace&皇璧,"22.3689175,114.0939102",0.7064
2977,One Pacific Heights&盈峰一號,"22.286581,114.146698",0.0939
2978,State Theatre Building&皇都戲院大廈,"22.2905445,114.1953049",0.0645
2979,The Paramount&盈峰翠邸,"22.4350147,114.1674347",0.6861
2980,Mantin Heights&皓畋,"22.3177242,114.1821747",0.1536
2981,Profit Mansion&盈利大廈,"22.3435555,114.1968155",0.1623
2982,Ying Ga Garden&盈基花園,"22.2832375,114.13088229999998",0.0787
2983,Nob Hill&盈暉臺,"22.3416824,114.1375198",0.1145
2984,Elly House&益利洋樓,"22.3156338,114.2233047",0.048
2985,盈溢居&盈溢居,"22.4175339,113.9821014",0.391
2986,Ying Fuk Court&盈福苑,"22.346674,114.19525149999998",0.2062
2987,Yick Ga Building&益基大廈,"22.2777042,114.22675320000002",0.1124
2988,Tierra Verde&盈翠半島,"22.3586617,114.1075134",0.1158
2989,Goodrich Garden&盈豐園,"22.408504500000006,113.96768190000002",0.2777
2990,Ying Tat Building&盈達樓,"22.328434,114.1603088",0.3544
2991,Yick Lee Mansion&益利大廈,"22.4410667,114.0301743",0.1093
2992,Johnson Mansion&真善美大廈,"22.2863331,114.1385727",0.0516
2993,I-feng Mansions&益豐大廈,"22.3153896,114.189743",0.2146
2994,Merry Court&真能閣,"22.3422832,114.18249509999998",0.2804
2995,Yick Fung Garden&益豐花園,"22.285663600000003,114.132019",0.2449
2996,Chung On Building&眾安大廈,"22.3738499,114.1106567",0.2812
2997,Yick Fai Building&益輝大廈,"22.4437294,114.0327988",0.1479
2998,Shing Fat Building&盛發大廈,"22.4455032,114.0308228",0.0028
2999,Emma Court Place&盛馬苑,"22.3197975,114.1757355",0.1771
3000,Truelight Building&真光大廈,"22.285551100000006,114.140358",0.0556
3001,Yick Fu Building&益富大廈,"22.3180389,114.1893158",0.1332
3002,Yick Fat Building&益發大廈,"22.2841072,114.2126236",0.2253
3003,Rich Court&益富閣,"22.3755608,114.1780014",0.1018
3004,Aik San Mansion&益新洋樓,"22.2908401,114.1975784",0.0578
3005,Yik Kwan Villa&益群苑,"22.2765217,114.19314579999998",0.1203
3006,Yick Cheong Building&益昌大廈,"22.2841969,114.2123337",0.2559
3007,Yee Tiam Building&益添大廈,"22.2495823,114.1487885",0.3388
3008,Yik Hon Building&益漢洋樓,"22.291914,114.1990662",0.0854
3009,Shek On building&石安大廈,"22.3387089,114.1681366",0.093
3010,Tourmaline Villa&碧戶軒,"22.419199,114.0710144",0.9593
3011,Shek Pik New Village&石碧新村,"22.3682098,114.11706540000002",0.0463
3012,Pokfulam Mansion&碧林大廈,"22.2767696,114.1313171",0.4449
3013,Portland Street Court&砵崙街大樓,"22.3201351,114.1685181",0.072
3014,Pokfulam Court&碧林閣,"22.276760100000004,114.1309509",0.4353
3015,Peony Height&碧佳閣,"22.3267727,114.1881027",0.105
3016,Bellagio&碧堤半島,"22.3673916,114.0613937",0.0213
3017,The Homestead&碧廬,"22.3260918,114.1787491",0.1689
3018,Boundary View&碧柏苑,"22.3264008,114.16981509999998",0.0484
3019,Avon Park&碧湖花園,"22.487463,114.14254",0.0358
3020,Belvedere Heights&碧殿閣,"22.3270111,114.1875687",0.0815
3021,Belmont Heights&碧滿閣,"22.3409405,114.1819763",0.1978
3022,Aqua Marine&碧海藍天,"22.332571,114.14849850000002",0.0994
3023,Pik Wah Building&碧華大廈,"22.313776,114.1675568",0.2665
3024,Beau Cloud Mansion&碧雲樓,"22.2750893,114.1596146",0.1468
3025,Beverly Villa&碧華花園,"22.3274307,114.1834869",0.1603
3026,Shatin 33&碧霞花園,"22.3686829,114.1678085",0.7096
3027,Palace Garden&碧麗園,"22.3263702,114.187233",0.1607
3028,Bic Wah Court&碧華閣,"22.2869854,114.13276670000002",0.2915
3029,Bellevue Court&碧蕙園,"22.264677,114.18408970000002",0.1777
3030,Pitt Street Mansion&碧街大廈,"22.313448,114.1674118",0.2341
3031,Pictorial Garden&碧濤花園,"22.3943729,114.2076492",0.3029
3032,Bayview Terrace&碧翠花園,"22.3771152,113.9832687",0.6263
3033,Green Park&碧翠苑,"22.3382607,114.2487869",1.0382
3034,Bisney Terrace&碧荔臺,"22.2714939,114.13040159999998",0.4282
3035,Greenery Crest&碧濤軒,"22.2040081,114.0243683",0.2
3036,Baguio Villa&碧瑤灣,"22.2628574,114.1325378",0.2608
3037,Greenland Gardens&碧翠園,"22.2830315,114.1418228",0.1226
3038,Evergreen Mansion&碧翠樓,"22.307375,114.1707916",0.138
3039,Pelene Mansion&碧麗大廈,"22.2490635,114.1483459",0.412
3040,Bellevue Court&碧麗閣,"22.2795792,114.22435",0.1567
3041,Bailey Garden&碧麗花園,"22.3126087,114.1887894",0.148
3042,Phoenix Court&碧麗閣,"22.342126800000006,114.1822815",0.2984
3043,Belleve Garden&碧麗苑,"22.3178883,114.21886440000002",0.0503
3044,Clague Garden Estate&祈德尊新村,"22.3698368,114.1107941",0.1621
3045,Beverly House&碧麗苑,"22.2683372,114.1833878",0.1627
3046,Bisney Court&碧麗苑,"22.3317757,114.1751938",0.1805
3047,Beaconsfield Court&碧麗閣,"22.2493267,114.17786409999998",0.3516
3048,Yau On Court&祐安閣,"22.311636,114.1697845",0.0531
3049,Cheung Wo Court&祥和苑,"22.3185196,114.2261963",0.0879
3050,Iau Kin Building&祐建樓,"22.3710918,114.1155548",0.1006
3051,Mascot Mansions&祥園,"22.313591,114.2272797",0.0663
3052,Cheung Hong Building&祥康樓,"22.4427261,114.0236435",0.0957
3053,Iau Moon Mansion&祐滿樓,"22.317625,114.175499",0.0331
3054,Yau Fook Building&祐福大廈,"22.3031044,114.2272491",0.3073
3055,Cho Keung Building&祖強樓,"22.3469067,114.2021561",0.2224
3056,Cheung King Mansion&祥景樓,"22.2964191,114.17270659999998",0.2502
3057,Cheung Hing House&祥興樓,"22.315822600000004,114.1692276",0.1143
3058,Cheung Lok Mansion&祥樂大樓,"22.2788067,114.1769791",0.0945
3059,Cheung Wah Estate&祥華邨,"22.492849300000003,114.1415253",0.1103
3060,Cheung Fat Building&祥發大廈,"22.4440651,114.0283127",0.0808
3061,Winner Building&祥發大廈,"22.3146076,114.1679459",0.2586
3062,Cheung Hing Building&祥興大廈,"22.313732100000006,114.1707382",0.0508
3063,Chong Hing Building&祥興大廈,"22.2781925,114.17659",0.0225
3064,Tung Po Mansion&東寶大廈,"22.2806644,114.2304382",0.0695
3065,Tung Po Building&東寶大樓,"22.3225422,114.1894989",0.2321
3066,Tung On Court&東安閣,"22.3143158,114.1677017",0.2534
3067,Tung Bo Building&東寶樓,"22.3676491,114.1350403",0.3493
3068,Chesterfield Mansion&東寧大廈,"22.2868309,114.1522369",0.0246
3069,Tonning Mansion&東寧大廈,"22.3365345,114.1594009",0.1346
3070,Tung Po Building&東寶大廈,"22.2917366,114.2018509",0.0552
3071,Oriental Gardens&東方花園,"22.325552,114.1757126",0.1883
3072,Tung Ming Lau&東明樓,"22.2786064,114.2303696",0.1527
3073,Tung Yuk Court&東旭苑,"22.2825775,114.22660829999998",0.1293
3074,Tung Ming Mansion&東明樓,"22.3294945,114.15966029999998",0.3089
3075,Tung Wong House&東旺樓,"22.280435600000004,114.2303696",0.0935
3076,Tung King Building&東景大廈,"22.3308945,114.1534119",0.0905
3077,Tung Shing Building&東昇樓,"22.2783775,114.1769333",0.0622
3078,Tung Sing Building&東昇樓,"22.446243300000006,114.0303726",0.0924
3079,Tony Court&東昌閣,"22.4480057,114.169548",0.0387
3080,Tung Ming Building&東明樓,"22.3286419,114.1902161",0.1723
3081,Tung Po Building&東寶樓,"22.279062300000003,114.1756363",0.1252
3082,Tung Shing Court&東成大廈,"22.2764168,114.22596740000002",0.0896
3083,Toho Court&東寶閣,"22.244709,114.1571121",0.255
3084,Tung Shing Mansion&東成大廈,"22.3163395,114.1678772",0.1406
3085,Tung Bo Court&東寶閣,"22.3361149,114.1605377",0.2299
3086,Tung Fong Building&東方大廈,"22.276863100000003,114.1741028",0.1235
3087,Tung Shan Villa&東山別墅,"22.2674847,114.1814423",0.2204
3088,Tung Lo Court&東廬大樓,"22.330465300000004,114.166275",0.0641
3089,Tung Keung Building&東強大廈,"22.2795677,114.2299271",0.1994
3090,Tung Shing Building&東成大廈,"22.3295822,114.1625595",0.1425
3091,Tung Hey Building&東曦大廈,"22.2768307,114.1736145",0.1253
3092,BakerView&東海雅園,"22.30686,114.1837616",0.2558
3093,Tung Lok Building&東樂大樓,"22.3236542,114.1698761",0.1305
3094,East Point City&東港城,"22.3159866,114.2650833",0.1474
3095,Tung Yan Court&東欣苑,"22.280790300000003,114.2220001",0.0756
3096,Tung Yuen Building&東源樓,"22.2806721,114.1535645",0.048
3097,Tung Tai Building&東泰大廈,"22.2782326,114.2301102",0.1033
3098,Cosmopolitan Centre&東海大廈,"22.3234749,114.1688156",0.1527
3099,Tung Hoi Building&東海大樓,"22.3227901,114.1895905",0.2169
3100,East Ocean Court&東海閣,"22.316988,114.1684036",0.0594
3101,Tung Tao Court&東濤苑,"22.2816563,114.2251358",0.0873
3102,Tung Wan Villa&東灣豪園,"22.2864552,114.0389252",0.1812
3103,Tung Shing Building&東盛大廈,"22.324838600000003,114.1677628",0.0322
3104,Eastborne&東灣閣,"22.2803555,114.23059840000002",0.09
3105,Tung Hei Court&東熹苑,"22.2800407,114.2188797",0.3546
3106,Century Link&東環,"22.2960911,113.9498978",0.1441
3107,Tung Fat Building&東發大廈,"22.2901535,114.2002716",0.2046
3108,Tong Seng Mansion&東誠大廈,"22.3361359,114.1956253",0.0692
3109,Great Eastern Mansion&東鴻大廈,"22.314552300000006,114.1684341",0.208
3110,Tung Ho Building&東豪大廈,"22.2772655,114.2301559",0.0626
3111,Pine Manor&松亭閣,"22.3175545,114.1745453",0.0384
3112,Tung Fai Building&東輝大廈,"22.277647,114.2303696",0.0844
3113,Tung Fai Court&東輝閣,"22.4465504,114.0427551",0.4377
3114,Tung Lam Court&東霖苑,"22.2802467,114.22052",0.2107
3115,Tung Tau Estate&東頭邨,"22.3330555,114.1933594",0.1495
3116,Tung Chun Court&東駿苑,"22.2771511,114.2228012",0.0577
3117,Tung Cheung Building&東祥大廈,"22.2862186,114.1435318",0.1443
3118,Tong Lu Mansion&東裕大廈,"22.3216476,114.18840790000002",0.1274
3119,Tung Yu Building&東裕大廈,"22.3136559,114.1710815",0.0715
3120,Tung Hing Building&東興大廈,"22.2800293,114.2301788",0.142
3121,Tung Wai Garden&東蔚苑,"22.3720779,114.2595291",0.8743
3122,Eastland Towers&東蘭閣,"22.3355598,114.1594925",0.1292
3123,Pinewood Garden&松峰園,"22.2701492,114.1937485",0.2922
3124,Pine Mansion&松福樓,"22.326643,114.1854782",0.2555
3125,Zebrano&松林,"22.3294048,114.1883469",0.1237
3126,Pine & Bamboo Mansion&松竹樓,"46.0983086,-92.8070679",5.2896
3127,Pine Tree Building&松林大廈,"22.3029194,114.1733551",0.0741
3128,Chung Min Mansion&松綿樓,"22.2786598,114.1926346",0.1958
3129,Evergreen Villa&松柏新村,"22.265768100000006,114.1818008",0.0568
3130,Evergreen Garden&松柏花園,"22.4074478,114.20301059999998",0.9109
3131,Redland Garden&松濤閣,"22.4413643,114.1808395",0.3725
3132,Pine Villa&松翠小築,"22.4005508,114.1988373",0.1065
3133,Champion Court&林邊大廈,"22.3307896,114.18682859999998",0.0697
3134,Palm Court&松苑,"22.3953247,113.9753265",0.0716
3135,The Pavilia Hill&柏傲山,"22.2824917,114.19348909999998",0.0734
3136,Pine Crest&松苑,"22.239151,114.1896133",0.6541
3137,The Pavilia Bay&柏傲灣,"22.3657513,114.112587",0.2315
3138,Pine Lodge&松苑,"22.2510586,114.1804962",0.3607
3139,Tolo Ridge&松苑,"22.4371414,114.185173",0.1714
3140,Woodview Court&林景閣,"22.319706,114.2207031",0.0987
3141,Parker 33&柏匯,"22.2812862,114.2208786",0.1305
3142,Barker Villa&柏架別墅,"22.2701454,114.1536179",0.3041
3143,Eastland Heights&柏園,"22.3432617,114.1819763",0.3702
3144,Cypress&柏橋,"22.4522858,114.1692276",0.2373
3145,The Portofino&柏濤灣,"22.3091412,114.2902832",0.5187
3146,Padek Palace&柏德豪庭,"22.3270454,114.1887283",0.1142
3147,Park Tower&柏景臺,"22.2825718,114.1917801",0.1207
3148,Butler Towers&柏麗園,"22.2703285,114.1956482",0.3596
3149,Park Court&柏苑,"22.3952408,113.9757156",0.0949
3150,Parkside Villa&柏麗豪園,"22.4393902,114.01692959999998",0.1232
3151,Pioneer Court&柏莉園,"22.2722836,114.185318",0.068
3152,Parkland House&柏齡大廈,"22.3167114,114.1738205",0.1058
3153,Parkvale&柏蕙苑,"22.2841015,114.2130203",0.1845
3154,Bedford 28&柏豐 28,"22.3223972,114.164856",0.0816
3155,No.2 Park Road&柏道2號,"22.2839661,114.1455612",0.1002
3156,Parkview Garden&柏雨花園,"22.432062100000003,113.9948273",0.3993
3157,May Tower&梅苑,"22.2731266,114.1537476",0.3792
3158,To Yuen Mansion&桃苑,"22.3356571,114.1743546",0.0486
3159,Palm Beach&棕月灣,"22.3741703,113.9893265",0.2969
3160,Top court&桃苑,"22.3949146,113.9754791",0.0582
3161,Julia Avenue&棗梨雅道3號,"22.3198204,114.1750946",0.1624
3162,May Lam Mansion&梅林大廈,"22.267162300000006,114.1878052",0.0966
3163,Mui Wo Centre&梅窩中心,"22.2642345,114.0016861",0.1203
3164,Mui Wo Building&梅窩大廈,"22.2641582,114.0007172",0.0749
3165,Mui Fong Apartments&梅芳大廈,"22.2876968,114.143219",0.2977
3166,Austin Mansion&柯士甸大廈,"22.302261399999995,114.1751404",0.0911
3167,Scenic Garden&桂濤花園,"22.2171497,114.0272369",0.7448
3168,Chai Wan Cinema Building&柴灣戲院大廈,"22.2626591,114.2364044",0.0583
3169,To Li Garden&桃李園,"22.2827568,114.1321259",0.1851
3170,Central Park Tower&栢慧豪園,"22.4592609,114.00103",0.2267
3171,Blossom&桃花源,"22.3973885,114.1948242",0.2043
3172,Kent Court&根德閣,"22.3273964,114.1805496",0.0812
3173,Grand Court&格蘭閣,"22.2797871,114.1538544",0.0536
3174,Kweilin Mansion&桂林大廈,"22.3282452,114.1595612",0.4105
3175,Aspen Court&楊華閣,"22.2850513,114.14200590000002",0.1007
3176,Maple Gardens&楓林花園,"22.2896004,114.1980362",0.067
3177,Wing Kwong Building&榮光大廈,"22.323267,114.1670914",0.1338
3178,Yip Lee House&業利樓,"22.3262596,114.166626",0.0859
3179,Yip Ning Building&業寧大廈,"22.2822895,114.2215195",0.1119
3180,Yip Cheong Building&業昌大廈,"22.2865582,114.1350632",0.0031
3181,Ficus Garden&榕翠園,"22.3985081,114.1998062",0.1439
3182,Wing Lee Mansion&榮利大廈,"22.3331127,114.1616058",0.0872
3183,Wing Ga Building&榮基大廈,"22.2845612,114.1367493",0.0392
3184,Greenfield Garden&榮富苑,"22.3195229,114.165535",0.0865
3185,Winki House&榮基樓,"22.3251438,114.1645813",0.0562
3186,Vivian's Court&榮慧苑,"22.2653446,114.1891022",0.1593
3187,Wing On Building&榮安大廈,"22.278307,114.1757278",0.0683
3188,Wing On Mansion&榮安大樓,"22.278635,114.1805573",0.0314
3189,Wing Fat Court&榮發閣,"22.3389854,114.1539459",0.0417
3190,Wing Wah Building&榮華大廈,"22.2857399,114.1429749",0.1669
3191,Wing Fuk Centre&榮福中心,"22.5017681,114.1435318",0.1192
3192,Wing Hing House&榮興大樓,"22.3067474,114.1689911",0.0607
3193,Winner Building&榮華大廈,"22.2810745,114.1552048",0.1411
3194,Wing Ying Mansion&榮英大廈,"22.3195076,114.1751709",0.1482
3195,Wing Ying Building&榮英樓,"22.3227005,114.1697159",0.1257
3196,Wing Wa Mansion&榮華大廈,"22.2840538,114.14661409999998",0.0812
3197,Wing Sing Court&榮昇閣,"22.2857304,114.13880159999998",0.0621
3198,Wing Fat Building&榮發大廈,"22.3213787,114.1631317",0.1055
